x_id,x_kind,disposition,pressure_id,source_id,model_path,instance_id,instance_version,value,provenance,custody,invariant_check_ids,enforcement_reality,open_pressure_disposition,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator
registries.record_category.shape,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.record_category.shape,registry_extensions,1,every authored extension conforms to the declared shape; the checker verifies it key by key,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,mechanically checkable and checked,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.record_category.admission_rule,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.record_category.admission_rule,registry_extensions,1,applied to each authored entry with a stated behavioral justification,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.record_category.extension.research-scope-definition,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.record_category.extension.research-scope-definition,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.record_category.extension.research-finding,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.record_category.extension.research-finding,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.record_category.extension.coverage-audit,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.record_category.extension.coverage-audit,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.record_category.extension.synthesis-report,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.record_category.extension.synthesis-report,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.record_category.extension.relevance-review,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.record_category.extension.relevance-review,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.record_category.extension.governance-decision-log,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.record_category.extension.governance-decision-log,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.record_category.extension.knowledge-node,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.record_category.extension.knowledge-node,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.record_category.extension.run-telemetry,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.record_category.extension.run-telemetry,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.record_category.extension.method-definition,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.record_category.extension.method-definition,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.unit_kind,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.unit_kind,registry_extensions,1,0 model seeds + 8 program-owned extensions authored here,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,admission_rule applied and recorded,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.unit_kind.shape,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.unit_kind.shape,registry_extensions,1,every authored extension conforms to the declared shape; the checker verifies it key by key,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,mechanically checkable and checked,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.unit_kind.admission_rule,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.unit_kind.admission_rule,registry_extensions,1,applied to each authored entry with a stated behavioral justification,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.unit_kind.extension.research-scope-run,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.unit_kind.extension.research-scope-run,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.unit_kind.extension.scope-definition,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.unit_kind.extension.scope-definition,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.unit_kind.extension.research-workstream,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.unit_kind.extension.research-workstream,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.unit_kind.extension.coverage-audit,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.unit_kind.extension.coverage-audit,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.unit_kind.extension.pre-distillation-correction,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.unit_kind.extension.pre-distillation-correction,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.unit_kind.extension.synthesis,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.unit_kind.extension.synthesis,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.unit_kind.extension.relevance-review,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.unit_kind.extension.relevance-review,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.unit_kind.extension.run-close,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.unit_kind.extension.run-close,none,not-applicable,program-owned extension authored and used by this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
registries.effect_class,Registry,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",registries.effect_class,registry_extensions,1,0 model seeds + 5 program-owned extensions authored here,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,admission_rule applied and recorded,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
