x_class,model_path,disposition,instance_ref,value_or_witness,provenance,custody,applicable_checks,enforcement_reality,open_pressure_disposition,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator
supporting-field,supporting.Gate.fields.outcome_consequences,exercised,GT-04,"Each outcome carries a real consequence in T01 (phase-end + commit + proceed / loop back max 2 / stop). Contrast advisory_reviews, which carry none and are therefore NOT modelled as Gates. · MEASURED 5/5 Gate objects populate `outcome_consequences`.",repo-artifact,see instance,I6,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Gate.fields.required_record_category,exercised,GT-04..GT-08,"MEASURED 5/5 Gate objects populate `required_record_category` (GT-04, GT-05, GT-06, GT-07, GT-08). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Gate.fields.definition_custodian_ref,exercised,GT-04..GT-08,"MEASURED 5/5 Gate objects populate `definition_custodian_ref` (GT-04, GT-05, GT-06, GT-07, GT-08). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Gate.relations.requires_assessor,exercised,GT-04..GT-08,"MEASURED 5/5 Gate objects populate `requires_assessor` (GT-04, GT-05, GT-06, GT-07, GT-08). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Gate.relations.requires_assessor.cardinality,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Gate.relations.bound_by,exercised,GT-04..GT-08,"MEASURED 5/5 Gate objects populate `bound_by` (GT-04, GT-05, GT-06, GT-07, GT-08). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Gate.relations.bound_by.cardinality,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-inverse,supporting.Gate.relations.bound_by.inverse,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Gate.relations.evaluates,exercised,GT-04..GT-08,"Unit targets (GT-04/05/06) and Unit-as-whole-feature targets (GT-07/08). No Record, Capability or Event target in this case. · MEASURED 5/5 Gate objects populate `evaluates`.",derived,see instance,S2,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Gate.relations.evaluates.cardinality,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-inverse,supporting.Gate.relations.evaluates.inverse,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-rule,supporting.Gate.relations.evaluates.rule,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-extension_owner,supporting.Gate.extension_owner.procedure,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-extension_owner,supporting.Gate.extension_owner.bar,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-extension_owner,supporting.Gate.extension_owner.outcomes,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-extension_owner,supporting.Gate.extension_owner.consequences,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-invariant-binding,supporting.Gate.invariants.I6,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-invariant-binding,supporting.Gate.invariants.I7,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-invariant-binding,supporting.Gate.invariants.I8,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-invariant-binding,supporting.Gate.invariants.I9,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-invariant-binding,supporting.Gate.invariants.I18,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-open,supporting.Gate.open[0]:deterministic versus judgment procedures,exercised,GT-04..GT-08,"Exercised: five gates, all judgment, all with deterministic evidence underneath. The OPEN is real and the case leans entirely to one side.",see instance,see instance,not-applicable,none - no common checker implements this model,still-open,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-open,supporting.Gate.open[1]:portability,not-applicable,not-applicable,single-program case.,see instance,see instance,not-applicable,none - no common checker implements this model,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
