x_id,x_class,row_scope,source_id,model_path,instance_id,instance_version,value,provenance,custody,invariant_check_ids,enforcement_reality,open_pressure_disposition,w1_disposition,w2_disposition,reconciled_disposition,divergence_class,divergence_adjudication,w3_fixture_ids,w3_results,w3_adverse,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator,evolution_candidate_id,evolution_challenge_result,w4_adjudication
supporting.Skill.fields.local_binding,supporting-field,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",supporting.Skill.fields.local_binding,not-applicable,not-applicable,[W1] optional field; the alphabet supplies no value || [W2] no repository-local skill binding observed.,[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] see instance,[W1] git .claude/agents frontmatter || [W2] see instance,[W1] see instance + wfh-008-validate.py output,[W2] none - no common checker implements this model,[W1] missing-history || [W2] not-exercised,not-applicable,not-applicable,not-applicable,agree,"[GUARD-FOUND beyond the auditor's six] RW-3 GUARD: measured directly from both case instances — populated witnesses wfh-008=0, vnc-045=0. Neither history supplies a witness, so `exercised` is a label promoted over an untested value. Absence is not filled. The prior boilerplate (""one history supplies a witness and the other does not"") is REPLACED: on this row neither did.",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,"RW-3 GUARD: measured directly from both case instances — populated witnesses wfh-008=0, vnc-045=0. Neither history supplies a witness, so `exercised` is a label promoted over an untested value. Absence is not filled. Disposition `not-applicable` was already correct before this guard ran (W2's RW-1 rework reached it independently); the row is annotated with the measurement, not moved."
supporting.Skill.relations.required_by,supporting-relation,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",supporting.Skill.relations.required_by,"[W1] SK-READ-ONLY-RESEARCH,SK-FINDINGS-AUTHORING,SK-RUN-ORCHESTRATION,SK-PHASE-GATING,SK-GIT-AND-ISSUE-OPS,SK-BUDGET-CONTROL || [W2] SK-01..SK-03",1,"[W1] non-empty on 16/16; one-way, served by index || [W2] MEASURED 3/3 Skill objects populate `required_by` (SK-01, SK-02, SK-03). Prior boilerplate witness replaced by the measurement.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] measured-join (vnc-045-instance.yaml),[W1] git .claude/agents frontmatter || [W2] see instance,[W1] see instance + wfh-008-validate.py output || [W3] F-E14,[W1] mechanically checkable and checked || [W2] none - no common checker implements this model,[W1] n/a,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),F-E14,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.relations.required_by.cardinality,supporting-relation-cardinality,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",supporting.Skill.relations.required_by.cardinality,[W2] SK-01..SK-03,not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,[W3] F-E14,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",F-E14,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.relations.held_by,supporting-relation,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",supporting.Skill.relations.held_by,"[W1] SK-READ-ONLY-RESEARCH,SK-FINDINGS-AUTHORING,SK-RUN-ORCHESTRATION,SK-PHASE-GATING,SK-GIT-AND-ISSUE-OPS,SK-BUDGET-CONTROL || [W2] SK-01,SK-02,SK-03",1,"[W1] non-empty on 16/16; declared inverse, closed mechanically || [W2] Relation instantiable; every one of the four attributes is missing-history.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] missing,[W1] git .claude/agents frontmatter || [W2] see instance,"[W1] see instance + wfh-008-validate.py output || [W2] I10,A1 || [W3] F-E14",[W1] mechanically checkable and checked || [W2] none - no common checker implements this model,[W1] n/a,exercised,construct-pressure,construct-pressure,divergent,"MATERIAL DIVERGENCE: one case carries the construct without strain and the other strains against it. Both stand: the `exercised` side is a witness that the construct can carry at least one history, the `construct-pressure` side is evidence the construct does not carry every history. Reconciled to `construct-pressure`; the positive witness is retained in `value`.",F-E14,rejected-mechanically,not-applicable,historical-evidence-gap,"[W2] No competence evidence, grade, currentness or expiry is recorded for any actor anywhere in the alphabet.",[W2] represented-with-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,[W2] true,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.relations.held_by.cardinality,supporting-relation-cardinality,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",supporting.Skill.relations.held_by.cardinality,[W2] SK-01..SK-03,not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,[W3] F-E14,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",F-E14,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.relations.held_by.inverse,supporting-relation-inverse,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",supporting.Skill.relations.held_by.inverse,[W2] SK-01..SK-03,not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,[W3] F-E14,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",F-E14,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.relations.held_by.rule,supporting-relation-rule,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",supporting.Skill.relations.held_by.rule,[W2] SK-01..SK-03,not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,[W3] F-E14,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",F-E14,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.relations.held_by.attributes,supporting-relation-attributes,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",supporting.Skill.relations.held_by.attributes,[W2] SK-01..SK-03,not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,[W3] F-E14,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",F-E14,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.invariants.I10,supporting-invariant-binding,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",supporting.Skill.invariants.I10,[W2] SK-01..SK-03,not-applicable,[W1] cites ['I10'] || [W2] instantiated in vnc-045-instance.yaml,[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] see instance,[W1] git .claude/agents frontmatter || [W2] see instance,[W1] see instance + wfh-008-validate.py output,[W1] see the invariant rows || [W2] none - no common checker implements this model,[W1] n/a,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting.Skill.open[0]:shared catalog,supporting-open,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",supporting.Skill.open[0]:shared catalog,not-applicable,not-applicable,[W1] shared catalog || [W2] no shared skill catalogue in the alphabet.,[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] see instance,[W1] git .claude/agents frontmatter || [W2] see instance,[W1] see instance + wfh-008-validate.py output,[W2] none - no common checker implements this model,[W1] still-open || [W2] not-exercised,construct-pressure,not-applicable,construct-pressure,divergent,"CASE-DIFFERENCE: pressure observed in one history, the construct absent from the other. Reconciled to `construct-pressure` - pressure evidenced in either case stands for the run and is never averaged away.",not-applicable,not-applicable,not-applicable,unresolved,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,"W4-SUPPLIED CAUSE: W1 dispositioned this row construct-pressure with cause_classification not-applicable, which the amendment's coverage clause 9 forbids. W4 classifies it `unresolved`: the row records an unsettled OPEN item, and the evidence does not yet discriminate model-defect from historical-evidence-gap. It counts as neither conforming nor rejecting evidence."
supporting.Skill.open[1]:repository-local binding,supporting-open,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",supporting.Skill.open[1]:repository-local binding,not-applicable,not-applicable,[W1] repository-local binding || [W2] not observed.,[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] see instance,[W1] git .claude/agents frontmatter || [W2] see instance,[W1] see instance + wfh-008-validate.py output,[W2] none - no common checker implements this model,[W1] still-open || [W2] not-exercised,construct-pressure,not-applicable,construct-pressure,divergent,"CASE-DIFFERENCE: pressure observed in one history, the construct absent from the other. Reconciled to `construct-pressure` - pressure evidenced in either case stands for the run and is never averaged away.",not-applicable,not-applicable,not-applicable,unresolved,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,"W4-SUPPLIED CAUSE: W1 dispositioned this row construct-pressure with cause_classification not-applicable, which the amendment's coverage clause 9 forbids. W4 classifies it `unresolved`: the row records an unsettled OPEN item, and the evidence does not yet discriminate model-defect from historical-evidence-gap. It counts as neither conforming nor rejecting evidence."
supporting.Skill.open[2]:admission and evidence,supporting-open,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",supporting.Skill.open[2]:admission and evidence,[W2] SK-02,not-applicable,[W1] admission and evidence || [W2] Exercised as a gap: an agent is assigned a Rust implementation Unit with no admission of competence and no evidence.,[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] see instance,[W1] git .claude/agents frontmatter || [W2] see instance,[W1] see instance + wfh-008-validate.py output,[W2] none - no common checker implements this model,[W1] still-open || [W2] still-open,construct-pressure,exercised,construct-pressure,divergent,"MATERIAL DIVERGENCE: one case carries the construct without strain and the other strains against it. Both stand: the `exercised` side is a witness that the construct can carry at least one history, the `construct-pressure` side is evidence the construct does not carry every history. Reconciled to `construct-pressure`; the positive witness is retained in `value`.",not-applicable,not-applicable,not-applicable,enforcement-gap,"[W2] Dev-agent selection is by target language (T01), not by evidenced competence.",[W2] specified-not-enforced,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,[W2] true,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
